GNa,GNaL,Gto,GKr,GKs,GKur,GK1,GCaL,Pnak,Gncx,GpCa,Rel,SERCA,Leak
0.87077,0.86141,0.32168,0.88252,2.1675,0.45134,2.2112,0.6151,1.0201,1.5484,0.96041,1.0423,0.99199,1.488
0.75101,1.0366,0.31896,1.0251,1.8348,0.43508,2.1118,0.53968,1.0603,1.3281,1.0389,1.091,1.0562,1.2945
0.92455,0.94671,0.2582,1.0461,1.9183,0.46867,1.7961,0.57639,0.90637,1.2228,0.97464,0.86213,0.89133,1.2363
0.85467,0.85252,0.2813,0.97471,2.4964,0.45465,2.2752,0.6369,0.9289,1.3067,1.0223,0.86601,1.149,1.386
0.79635,0.84141,0.33319,0.8502,2.0694,0.53031,2.3233,0.65376,0.94671,1.4847,0.90849,1.0918,1.0104,1.3316
0.90691,0.83916,0.28078,1.2407,1.625,0.43428,1.9086,0.54602,0.9359,1.4295,0.92698,0.92095,0.90374,1.1887
0.96347,0.82066,0.28542,0.96498,2.1935,0.41706,2.2573,0.58462,1.0513,1.4693,1.1331,0.99995,1.1198,1.3493
0.90552,0.95854,0.28571,0.85925,2.0041,0.43621,2.1129,0.58128,1.0809,1.1901,0.87769,0.98664,1.0148,1.1308
0.93445,0.95581,0.25509,0.83852,1.9275,0.39166,1.8797,0.49146,0.98919,1.5087,1.116,1.2934,1.0412,1.195
0.81713,0.90057,0.2416,1.0137,1.7627,0.46509,2.0406,0.64277,1.0635,1.5352,0.8853,1.0427,0.93862,1.381
1.1027,0.97134,0.30792,1.0112,1.8867,0.45012,1.8727,0.64361,0.89196,1.2915,0.96,0.91609,0.8926,1.2165
0.94013,1.1076,0.26246,1.0791,2.2201,0.42061,1.9901,0.58563,0.94361,1.5192,0.92131,0.78121,0.78565,1.3522
0.82276,1.1604,0.30692,1.0954,2.1328,0.41341,2.0938,0.58484,1.229,1.5362,0.80526,0.83626,1.1069,1.1216
0.76385,1.117,0.28751,0.98787,1.8642,0.4771,2.0416,0.53274,1.1175,1.6624,0.78137,1.0408,1.1418,1.2407
0.84067,0.84883,0.30801,1.048,2.2036,0.48111,2.1129,0.60631,1.0769,1.6186,0.9395,1.0085,1.172,1.1346
0.92597,1.1957,0.22905,1.2057,1.9039,0.44104,2.2547,0.58563,1.0267,1.3588,0.8788,0.91964,1.2863,1.2714
1.0818,0.89551,0.32167,1.2293,2.3953,0.4416,1.921,0.70838,1.004,1.7232,1.0586,1.018,0.82418,1.1017
0.86402,0.79234,0.25971,1.0197,2.1871,0.45809,2.2593,0.55858,0.81079,1.3237,1.0871,0.94361,1.0075,1.4343
0.94523,1.1233,0.26968,0.81309,1.7999,0.34947,1.8691,0.46479,0.991,1.5408,0.86549,0.95047,1.353,1.4042
0.90646,1.0431,0.27405,0.81736,2.1083,0.51782,1.7451,0.64792,1.0273,1.2055,0.9971,0.89769,0.81957,1.2451
0.87956,1.1097,0.27623,0.85753,1.8816,0.46136,1.7628,0.55955,1.0322,1.5439,1.0387,0.99748,1.2664,1.2927
0.74747,0.78626,0.26117,0.69984,1.9552,0.3819,2.2176,0.54756,1.0254,1.5457,0.95325,1.1394,1.0888,1.2691
0.74737,0.99937,0.24286,1.1188,2.1469,0.39013,2.1183,0.5851,1.1109,1.3733,1.0677,0.995,0.99496,1.154
0.95663,0.93457,0.29952,0.78549,2.5164,0.45343,2.0533,0.58737,1.011,1.3024,0.95254,1.0127,1.0422,1.4176
0.85845,0.9489,0.41489,1.1059,1.7826,0.45229,1.9599,0.58988,1.0371,1.4202,0.75931,0.97663,1.0146,1.2348
0.99069,1.0325,0.2882,0.90592,1.9278,0.42541,1.9347,0.56202,1.1624,1.7467,0.94203,1.0517,0.89605,1.2146
0.80223,0.86486,0.28202,0.911,2.6786,0.42653,2.1107,0.53378,1.1669,1.5954,1.0103,0.97551,1.0958,1.3174
0.87449,0.99686,0.26321,0.83387,2.0222,0.40969,1.8457,0.5448,1.0514,1.1949,1.0466,0.97963,0.97839,1.2133
0.94568,0.92153,0.27246,1.0377,1.9598,0.40064,1.914,0.57189,0.90209,1.3886,0.9806,0.98348,0.97313,1.3712
0.74106,1.0486,0.31152,0.97535,2.1254,0.47662,2.0639,0.59679,1.1124,1.5947,1.1526,0.99011,0.89541,1.2844
0.88234,1.1354,0.25904,1.0484,2.4792,0.54592,2.1128,0.68355,1.0068,1.2533,0.99617,0.99076,1.1278,1.4184
0.87249,1.0809,0.2366,1.0743,1.6085,0.466,2.1774,0.54467,0.83198,1.3676,0.83853,0.83682,1.0617,1.5038
0.86915,0.98719,0.34508,1.0384,1.805,0.44543,2.1068,0.61435,0.98243,1.3254,0.94366,1.0975,0.7728,1.1848
0.87138,1.0659,0.22223,0.90032,1.7868,0.44695,2.0519,0.5199,1.0844,1.6267,1.0328,0.91633,1.4018,0.99124
0.81565,1.2712,0.2645,1.0237,2.6805,0.47039,2.1606,0.58017,0.85138,1.6167,1.0988,1.079,0.89462,1.2853
0.79559,1.0223,0.29631,1.0001,1.8608,0.40743,2.1615,0.5173,0.85499,1.3934,1.071,0.97967,0.98565,1.1577
1.0558,1.1734,0.30345,1.1254,2.5396,0.45067,2.0279,0.64314,1.1146,1.4465,0.94578,1.1323,1.0281,1.2122
0.95973,0.86404,0.25932,1.1487,2.0047,0.45057,1.7838,0.55781,0.93798,1.3767,1.1728,1.0522,0.99795,1.0536
0.75031,1.0467,0.28472,0.81255,1.8687,0.36862,2.3212,0.52471,0.98743,1.5536,1.0918,1.0385,1.2336,1.132
0.82235,1.0574,0.23822,1.0691,2.0638,0.41313,1.8126,0.57264,1.1607,1.1642,1.0061,0.99613,0.87642,1.3423
0.99069,1.0537,0.35193,0.92911,2.0205,0.47868,2.0328,0.55782,0.88337,1.6068,0.9371,1.1691,1.2453,1.2553
0.89733,0.94853,0.25757,0.87521,1.9276,0.47674,1.691,0.66885,1.2185,1.3089,0.96784,1.1182,1.1328,1.1947
0.90181,0.83346,0.26663,1.0437,1.8213,0.413,2.0341,0.58473,1.0153,1.4405,1.0729,0.99569,1.2791,1.3766
0.92222,1.0393,0.31376,1.2898,1.9139,0.46008,1.9669,0.54851,0.83761,1.7723,0.87713,0.92736,1.068,1.2983
0.79128,0.83564,0.30289,1.0295,1.5877,0.47465,2.2246,0.65271,0.8932,1.3999,1.1471,1.265,0.95033,1.1909
0.93072,1.0016,0.3107,1.0676,1.7742,0.50699,1.7506,0.63597,1.0006,1.5317,0.9797,0.88201,1.0722,1.7893
0.74559,1.1659,0.23813,0.8319,2.0765,0.43423,2.1298,0.50878,1.0237,1.2415,0.89773,0.91972,0.99907,1.0601
0.83614,1.1923,0.23206,0.92028,1.7177,0.4942,2.3566,0.51976,0.82654,1.7896,1.1071,0.98276,1.2601,1.3654
0.82041,0.97704,0.30651,0.91184,2.0757,0.41861,2.0322,0.57178,1.1831,1.4366,1.177,0.90301,0.77935,1.3184
0.9186,1.1199,0.32345,0.94369,1.9671,0.4752,2.0656,0.59966,0.85061,1.4624,1.1242,0.9686,1.0117,1.116
0.72777,1.1338,0.33616,0.88979,2.2893,0.48856,2.2331,0.6231,1.0149,1.4482,1.4943,1.0779,1.13,1.3248
0.78302,0.97475,0.28674,1.249,2.4458,0.43544,2.0722,0.57793,1.2898,1.5479,0.8645,0.87523,1.0713,1.0347
0.90391,0.91932,0.33832,1.0838,2.1887,0.47189,2.3593,0.57864,0.74569,1.475,1.1259,0.98573,0.95381,1.032
0.89891,0.93846,0.31902,1.3664,1.85,0.46007,1.8808,0.63803,0.95291,1.2909,1.0888,0.93493,1.0316,1.1091
1.078,1.136,0.27949,1.0492,2.3485,0.48587,1.7166,0.62019,1.1212,1.6824,0.77883,1.1986,1.0991,1.1944
1.0214,1.0302,0.33026,0.93463,2.132,0.37784,2.1537,0.49853,0.82697,1.5628,1.0354,1.1232,1.1918,1.2728
0.93598,1.1358,0.27042,0.91584,2.1396,0.40203,2.0034,0.54802,1.0442,1.675,0.90391,1.1168,1.3559,1.0362
0.84104,1.1782,0.33221,1.1829,1.9958,0.50396,2.0419,0.57827,1.0281,1.7793,1.072,1.0155,0.99514,1.0978
0.90905,1.0813,0.34522,1.0156,1.9621,0.46686,2.1141,0.56988,0.78784,1.3498,1.1655,1.0864,0.95521,1.0896
0.89135,1.0832,0.30758,1.0699,1.7283,0.4475,1.859,0.56819,1.0416,1.5376,0.96673,0.95646,1.0819,1.3659
0.97604,0.8213,0.25746,1.1505,1.7796,0.51839,1.8522,0.63281,1.0557,1.5416,1.0089,1.0538,1.1282,1.5181
0.96806,1.0172,0.27386,1.2377,1.7703,0.42603,1.7731,0.55556,1.0443,1.8561,1.014,0.80467,1.0369,1.2701
0.8205,1.3169,0.26104,1.1166,2.2195,0.44173,1.9382,0.62772,1.1055,1.5888,1.09,1.2922,0.92311,1.2377
0.89844,0.9223,0.2659,0.89476,2.0898,0.44592,2.1222,0.56902,1.0619,1.376,0.83509,1.0456,0.94227,1.4396
0.98175,1.0965,0.27535,1.0884,1.7117,0.40538,1.7239,0.56566,1.0039,1.3406,0.77623,0.99926,0.91408,1.3163
0.98058,0.98984,0.28213,1.1898,2.1108,0.4437,1.6874,0.60644,0.92761,1.338,1.1147,0.96129,1.0429,1.2111
0.72064,0.87355,0.31332,0.96036,1.7809,0.5023,2.7032,0.64073,0.90344,1.3832,0.92371,0.94197,0.92869,1.0836
0.85108,0.96303,0.4072,1.0478,2.1467,0.44142,2.1317,0.57044,1.0952,1.5949,1.1318,1.2104,1.0067,1.0935
0.95308,1.0644,0.278,0.944,1.9362,0.45401,1.7995,0.58179,1.0684,1.5858,1.2434,1.2302,1.3418,1.2312
1.0003,1.0971,0.28116,1.0548,1.8873,0.43042,1.8883,0.65605,0.98785,1.4231,1.0253,0.97133,1.1714,1.6124
0.9805,1.0081,0.2876,1.0137,2.1476,0.41118,1.8102,0.60605,1.0998,1.337,0.8333,1.4947,1.0677,1.2095
0.95519,1.3883,0.37632,0.97696,2.0313,0.40212,1.9434,0.5121,0.85936,1.6869,1.1362,1.1561,1.1191,1.2101
0.95466,0.956,0.31396,0.82329,2.3046,0.43017,1.8176,0.57522,0.96442,1.3926,1.0129,1.0366,0.8266,1.2391
0.86743,1.2365,0.32638,0.97481,1.6814,0.4609,2.0922,0.56565,1.0073,1.492,1.1,1.2775,0.98159,1.322
0.84989,0.92358,0.29452,0.96909,2.0503,0.43536,2.1096,0.61016,1.0975,1.245,1.0818,0.86066,0.85666,1.2726
0.87275,0.91785,0.34084,0.97245,1.9756,0.4284,2.0814,0.61614,0.91687,1.4951,0.83606,1.0283,0.93475,1.545
0.88708,1.0278,0.30503,0.96883,2.3604,0.43912,1.9759,0.52477,0.92896,1.6467,0.99351,0.85459,1.0341,1.311
0.98854,1.0142,0.32097,1.1656,2.1348,0.43536,2.5187,0.7176,0.76474,1.0255,0.83111,0.96816,1.0306,1.3067
0.7947,1.0274,0.30908,0.94534,2.2384,0.41706,2.0986,0.55592,1.1284,1.5082,1.0898,1.1438,0.88145,1.1092
1.0105,0.92346,0.32358,0.86387,2.0984,0.3515,1.9501,0.52506,1.0386,1.3458,0.89167,1.0414,1.2103,0.96568
0.857,1.1518,0.28178,0.92358,1.9128,0.47002,2.392,0.6365,0.84421,1.6234,1.1961,1.0862,1.1647,1.3841
1.0741,0.93171,0.32495,0.94753,1.9504,0.44152,1.7876,0.65465,1.1213,1.336,1.1207,1.1515,0.95083,1.3012
0.80395,1.0004,0.38105,0.983,2.0885,0.45627,2.368,0.60376,0.9917,1.3507,0.85496,1.0985,0.91359,0.98109
0.86635,0.98508,0.31809,0.93896,1.9844,0.46577,2.1244,0.57031,0.96451,1.474,0.98878,1.1702,0.97849,1.3689
0.89025,1.1324,0.27755,1.4209,2.1957,0.33825,1.9452,0.47793,0.87418,1.4177,1.1171,1.3509,0.99714,1.3543
0.91442,0.95461,0.37271,1.0362,2.226,0.43678,1.8557,0.6126,0.94573,1.3004,0.96532,0.98252,0.84227,1.3101
0.86981,0.953,0.28329,1.0793,2.0785,0.48146,1.9887,0.58537,1.1137,1.5238,1.1297,1.1292,1.2213,1.2323
0.90627,1.2292,0.26521,0.89852,2.176,0.43206,1.6535,0.59658,1.3488,1.5051,0.98091,1.1037,0.97298,1.4674
0.83514,1.049,0.29463,0.97597,2.1304,0.47579,2.054,0.56376,0.9082,1.2517,0.89811,0.87173,1.0157,1.0291
0.74977,1.1198,0.28135,0.98624,2.1101,0.44374,2.1158,0.58725,0.94184,1.3595,1.1682,1.5237,1.22,1.074
0.94765,1.0001,0.24348,0.85916,1.9137,0.46546,1.8774,0.5733,0.99994,1.6812,1.0437,1.1012,1.2096,1.4874
0.95182,1.0366,0.33143,0.88845,1.8133,0.49387,2.2098,0.58189,0.88536,1.6465,0.89627,1.1406,0.98136,1.1139
0.94623,1.08,0.31597,0.98536,1.7651,0.44745,1.5967,0.60697,1.133,1.3366,1.2445,1.0066,0.99435,1.2983
0.82287,1.1104,0.31388,0.88252,2.0776,0.45378,2.3898,0.56826,1.0312,1.4223,0.91851,1.1922,1.0724,1.6082
0.9137,0.88949,0.25491,0.9108,1.9699,0.35726,2.0259,0.49022,1.0558,1.5778,0.81696,0.79398,0.88621,1.3376
0.97548,1.1533,0.28551,1.0353,1.8981,0.40491,1.948,0.71443,1.0165,1.32,0.90141,0.96385,0.77924,1.545
0.85272,1.1032,0.30572,0.92794,1.5682,0.48259,1.892,0.58551,1.0566,1.657,1.0873,1.1969,1.0612,1.2161
0.8308,0.98836,0.30975,1.1598,2.2875,0.36656,1.9535,0.53348,1.1706,1.8127,0.96145,1.3003,1.119,1.301
0.97812,1.2043,0.30986,1.0936,2.2854,0.46093,2.0185,0.59278,0.82291,1.3626,1.111,1.0419,1.0907,1.3566
0.93533,1.1289,0.33487,0.90274,1.8,0.43545,2.1107,0.63101,1.0813,1.4525,0.7758,1.0696,0.90979,1.0168
0.97697,0.91477,0.27072,0.89582,2.1265,0.49798,1.7139,0.64608,1.1466,1.3395,0.84929,1.1163,1.0464,1.1268
0.93223,1.1018,0.26621,0.90291,1.7121,0.3961,2.358,0.582,1.0797,1.7011,1.1173,0.99164,0.79865,1.445
0.88907,0.85894,0.3063,1.1742,2.4811,0.40355,2.4397,0.525,0.96969,1.5975,0.99478,1.0286,0.94377,1.3675
1.0581,1.1171,0.29054,0.84213,1.923,0.43514,1.9649,0.59996,0.97519,1.4562,1.112,1.059,1.1186,1.2636
1.0067,0.9357,0.3981,0.93019,1.7045,0.4674,2.5674,0.70193,0.82477,1.1245,0.97149,0.98276,1.0169,1.285
0.84962,1.1074,0.34762,0.90448,1.7307,0.43367,2.2067,0.63008,1.0315,1.0281,0.84721,1.0582,1.049,1.3225
0.9632,1.094,0.26101,0.94715,1.8926,0.36853,1.9363,0.5218,1.176,1.5146,1.0127,0.93046,1.0083,1.4422
0.75629,1.1138,0.30788,0.77525,1.6545,0.36746,2.3278,0.52804,1.1846,1.3728,1.2462,0.92539,0.8741,1.2974
1.0758,0.94408,0.35712,1.1772,1.9905,0.41422,2.0228,0.55398,0.75778,1.6197,1.0803,0.94425,1.1391,1.3748
0.88237,1.045,0.21119,0.94379,1.87,0.42507,2.2529,0.595,0.98502,1.4794,1.016,0.9905,0.92075,1.2522
0.84543,0.9284,0.27886,1.2055,2.3157,0.44995,2.5929,0.6059,1.0705,1.444,0.94426,0.9737,1.1741,1.1754
0.77364,0.89636,0.2938,1.2888,2.2858,0.41274,2.3399,0.54432,0.94853,1.2265,1.0387,0.93499,0.96172,1.1427
0.89316,0.90253,0.28767,0.69539,2.3832,0.5022,2.0337,0.56033,0.9797,2.0283,1.2585,0.91126,1.0892,1.3419
1.0772,0.91607,0.28938,0.99263,1.9154,0.46152,2.2762,0.64607,0.91535,1.4268,0.94739,1.037,1.0793,1.1348
0.90856,1.0152,0.31844,0.9875,2.1944,0.45772,1.9476,0.61595,1.0226,1.6188,1.0816,1.1443,0.91628,1.0577
0.88496,1.0008,0.26477,1.1,2.2644,0.51847,1.7811,0.63689,0.95995,1.3145,1.0646,1.0643,1.193,1.3904
0.84582,0.81938,0.25619,1.0365,1.9005,0.35095,2.268,0.47184,0.83807,1.6702,1.0536,0.91534,0.97393,1.62
0.79781,1.1242,0.27729,1.0422,2.0547,0.41029,2.3351,0.50964,0.9238,1.2352,1.0305,1.1241,0.98371,1.1897
0.90675,0.97236,0.318,1.0149,1.8294,0.43528,2.1486,0.7101,1.0181,1.3726,0.87442,1.0354,1.0049,1.4235
0.85615,1.0621,0.29741,1.0256,1.8811,0.4686,1.9509,0.58804,0.99087,1.4991,0.93986,1.1727,1.0307,0.91372
0.86258,0.90288,0.24071,0.78409,1.8948,0.49189,2.3008,0.52982,0.75602,1.485,1.0115,1.0071,1.0945,1.4561
0.76775,0.92217,0.36136,1.1889,2.031,0.42814,2.2205,0.52491,0.9708,1.5671,1.1388,1.119,0.92042,1.2131
0.78532,0.96555,0.27395,0.80274,2.0374,0.44352,2.1541,0.59782,1.0666,1.4309,1.027,0.85463,0.84681,1.0476
0.93269,1.143,0.2634,1.0923,2.0279,0.40636,2.0266,0.52844,0.83337,1.4244,1.0743,0.83595,0.98219,1.1573
0.86555,1.2,0.29131,0.95432,1.89,0.35945,2.0092,0.54758,1.0059,1.439,0.94284,1.3233,0.95167,1.3882
0.83024,1.092,0.27374,1.0462,2.4368,0.43292,2.1169,0.60607,0.99426,1.2407,0.90063,1.0602,0.91511,1.294
0.80916,0.88871,0.32615,1.13,2.2438,0.4838,2.376,0.62062,1.0999,1.4382,0.77746,0.98333,0.95628,1.1638
0.88222,1.2197,0.26791,1.0617,2.0757,0.43544,2.0685,0.5848,0.82898,1.2872,1.0728,1.0218,0.8514,1.3046
0.99039,0.8969,0.29301,1.0263,1.9745,0.45123,2.0154,0.6151,0.97576,1.2505,0.92916,0.90619,0.96204,1.2442
0.98366,1.1763,0.3169,1.0511,2.2428,0.38607,2.1554,0.62905,1.1049,1.53,1.0144,1.2502,0.99874,1.131
0.80316,1.0705,0.30457,1.1062,1.9803,0.43147,2.4601,0.56163,0.97631,1.4608,0.91548,0.90084,0.92933,0.99716
0.90838,1.0509,0.28184,1.078,2.1165,0.46318,2.2139,0.58352,1.0516,1.73,1.2482,0.736,0.90113,1.0824
0.77009,1.3748,0.32358,1.2768,2.3017,0.41551,2.3256,0.55019,1.0019,1.5278,0.88569,0.88498,0.878,1.4317
0.86098,0.83471,0.2792,0.93352,1.7757,0.42296,1.8653,0.59033,1.0506,1.2118,1.1126,0.90421,0.94913,1.2424
1.0923,1.1089,0.29749,0.99414,2.1759,0.46203,1.9775,0.61881,0.91323,1.328,1.0596,1.0129,1.1272,1.0311
0.79232,0.92445,0.28953,1.1317,1.6075,0.44856,2.1392,0.67889,1.0943,1.4187,0.99357,0.76043,0.81896,1.3017
0.92605,1.0114,0.28458,1.1047,1.746,0.45255,1.7449,0.56716,0.94645,1.2409,0.86929,1.1667,0.92537,1.1556
0.92435,1.0158,0.23202,0.81879,2.2738,0.39069,2.0904,0.52785,0.9052,1.5172,1.0687,1.1721,1.1286,1.4861
1.0095,1.0531,0.29797,0.76148,2.0435,0.45211,2.2685,0.5828,0.95227,1.5044,1.0502,1.0111,0.78208,1.3559
0.85523,0.98673,0.32727,1.0325,1.9461,0.3471,1.8403,0.51675,1.0427,1.3481,0.8597,1.0038,1.0477,1.1956
0.7923,0.86908,0.27868,0.91368,1.8508,0.46187,1.9623,0.59915,1.056,1.4332,0.91507,0.99163,1.0976,1.2008
0.78277,0.98137,0.31389,1.1286,2.3419,0.44021,2.2623,0.55224,1.1671,1.6851,1.1575,0.99627,1.0327,1.2238
0.96509,0.85991,0.29559,1.0794,2.0409,0.42275,1.8882,0.5533,1.0506,1.5294,0.96332,0.97034,1.0506,1.3729
0.92757,0.80256,0.29376,0.98719,2.1999,0.39809,1.9892,0.59743,1.0888,1.4783,0.91342,1.0173,1.0706,1.2425
0.98522,1.3017,0.28945,1.0632,1.858,0.48428,2.0036,0.57475,0.85423,1.8243,0.95287,1.0022,1.0496,1.1998
0.94848,0.9079,0.26619,1.0369,2.1064,0.41444,1.9574,0.53244,0.87034,1.3629,0.86254,0.90655,0.94146,1.2599
0.91315,0.86281,0.30155,0.94677,1.8367,0.4968,2.2433,0.60616,0.91662,1.7414,1.2297,1.001,1.0272,1.2007
0.90008,0.79237,0.30903,1.072,2.0955,0.39635,1.9329,0.51154,0.917,2.0809,0.86082,0.99166,1.2194,1.2245
0.77489,1.1537,0.31571,1.132,2.3527,0.52176,2.4795,0.70599,1.0612,1.3598,1.0626,1.0424,0.92037,1.2309
1.0513,0.94055,0.27101,0.96419,2.664,0.47218,2.1404,0.60409,0.94725,1.5333,0.83677,0.85967,0.99849,1.2801
0.737,1.1541,0.31057,0.81219,2.1519,0.36771,2.4457,0.50891,0.96757,1.7485,1.2392,1.0625,1.0178,1.4902
0.88617,0.8575,0.32576,1.004,1.9325,0.43122,2.279,0.55261,0.98291,1.4173,0.81733,0.84664,1.2289,1.188
0.95482,0.9874,0.33069,1.0578,2.0408,0.50125,2.2969,0.6229,0.83722,1.4087,0.91113,0.95941,0.84351,1.1193
0.92983,0.91209,0.30843,1.0772,2.2313,0.54095,2.1881,0.65751,0.91089,1.6773,0.99416,0.93747,1.0535,1.2235
0.80369,0.82881,0.30537,1.0482,1.8483,0.51956,2.0141,0.70082,1.1596,1.871,1.0949,1.0813,0.97686,1.1137
0.8975,1.0221,0.31847,1.1671,2,0.41316,2.0637,0.59166,0.82387,1.2234,1.1124,0.9385,1.0219,1.1636
0.97964,0.85705,0.31452,1.0778,2.362,0.43749,1.9001,0.58712,1.0676,1.6259,1.118,1.0103,0.88224,1.1318
0.84332,1.0245,0.25217,1.0346,1.945,0.43585,1.9654,0.53895,0.93994,1.5606,0.92567,1.1049,1.0633,1.0941
0.81572,1.2194,0.25579,1.0945,2.2607,0.50945,1.9132,0.68419,1.0953,1.4138,0.94041,0.9383,1.0902,1.2497
0.78513,0.92117,0.33568,1.0356,1.6167,0.44809,2.5323,0.54645,0.92692,1.3935,1.0434,1.098,1.0736,0.924
0.85386,0.87848,0.24419,1.0844,1.8679,0.52457,2.4426,0.69076,0.98305,1.7294,0.87226,1.2569,0.86407,1.1275
0.91891,1.0047,0.2908,0.98459,1.8752,0.4724,1.9516,0.53278,0.87767,2.1363,0.92157,1.0395,1.0938,1.2973
0.84466,1.0649,0.32102,1.0311,2.4265,0.38571,2.1616,0.60961,0.90976,1.564,1.0151,1.0335,1.2592,1.5649
0.91809,1.1592,0.27138,1.0165,1.6522,0.45206,2.2572,0.6002,0.8513,1.4248,0.96008,0.90327,0.96106,1.3739
0.92231,1.0596,0.31742,0.94703,2.0102,0.35862,2.1361,0.49512,0.97784,1.4646,1.1102,1.127,1.0438,1.3109
0.93589,1.2787,0.31258,0.81701,1.959,0.56827,1.7831,0.71806,1.1841,1.3837,0.97531,1.2745,0.88114,1.3051
1.0781,1.2882,0.25071,0.80255,1.8264,0.46605,2.1099,0.60077,0.89602,1.2707,0.93192,0.80179,0.90595,1.2797
0.87942,0.77521,0.4054,1.1199,1.6815,0.47239,2.3679,0.64099,1.1142,1.7061,0.96778,1.0394,1.0685,1.0419
0.78269,0.81107,0.31309,0.95504,1.8364,0.3462,1.9795,0.5409,1.0854,1.2525,0.83515,1.3177,1.1903,1.397
0.80288,1.2583,0.25403,1.1273,2.3029,0.48581,2.2844,0.56716,0.94793,1.486,1.0493,1.397,0.95167,0.99032
0.85926,0.91753,0.38012,0.98845,2.3275,0.41761,1.8167,0.56837,1.1333,1.4297,1.0097,0.90082,0.94491,1.2396
0.75033,0.96688,0.30084,1.1748,1.7676,0.40138,2.0153,0.58266,1.1326,1.08,0.88603,1.1988,1.0412,1.1435
0.93167,1.1933,0.31906,1.2767,2.005,0.50235,2.2134,0.61561,0.90579,1.644,0.95562,1.1202,1.0637,1.2946
0.93498,1.2612,0.25628,1.0147,2.1549,0.5417,1.7932,0.68496,1.1927,1.537,0.98289,0.91911,0.81849,1.4679
0.87332,1.059,0.29897,1.0429,1.8059,0.51268,2.29,0.66161,0.99486,1.385,1.001,0.80862,0.92118,1.1963
0.88168,1.0914,0.27178,0.99039,2.5063,0.41884,2.2745,0.5913,1.0936,1.5306,1.1156,0.88229,1.1421,1.1521
0.95325,1.0956,0.2945,1.0995,1.6822,0.45567,2.2183,0.59166,1.0008,1.4373,0.93925,0.92498,1.2737,1.1498
0.90188,1.0556,0.34335,1.1881,2.0429,0.43462,2.2901,0.65566,0.91459,1.5782,0.88859,1.0589,0.93771,1.3152
1.0027,0.82786,0.32496,1.2959,1.9964,0.41844,2.0773,0.57247,0.87694,1.3109,1.0769,0.88179,1.0387,1.0008
0.88043,0.91644,0.3107,1.0138,1.6942,0.55407,1.7837,0.66503,1.0698,1.3802,1.0047,0.97408,0.92578,1.1496
0.8276,0.99758,0.3074,0.95611,1.9249,0.40792,1.9556,0.5028,0.91419,1.4061,0.91831,1.1489,1.1982,1.0751
0.91152,1.0802,0.23373,1.132,1.8314,0.43254,2.0777,0.5297,1.0416,1.8656,0.98268,0.91032,1.2964,1.1524
0.94626,0.94726,0.29498,1.0379,1.8079,0.43759,1.7287,0.58992,1.1092,1.4059,1.1282,1.2166,0.98292,1.1457
0.96857,1.0233,0.37113,0.9297,1.7178,0.39427,1.9594,0.53299,0.99553,1.5135,0.86002,0.94971,0.88748,1.3788
0.87521,0.89271,0.33633,0.9393,2.4049,0.47082,2.0276,0.57716,0.92412,1.417,0.88676,0.97805,0.90699,1.1834
0.97865,0.83437,0.29005,1.0941,1.963,0.4319,1.7165,0.55213,0.93512,1.3866,1.002,1.0488,0.91199,1.399
0.75149,1.0257,0.3267,0.95041,1.893,0.44172,2.1064,0.62936,1.1212,1.4941,1.0805,1.2035,1.0994,1.2
0.96157,0.96285,0.28881,1.0586,1.9571,0.42059,1.7783,0.58453,1.0068,1.1709,0.98061,0.81748,1.1394,1.0855
0.94254,0.72178,0.27139,0.95914,1.9616,0.47239,1.8787,0.56206,1.0242,1.6908,0.89791,0.889,1.0116,1.084
0.84494,0.94911,0.29408,0.9206,1.7626,0.41508,2.0469,0.53119,0.91477,1.3126,0.87698,1.0596,0.83063,1.5941
0.93327,1.0381,0.26084,0.94232,2.5356,0.37414,1.9385,0.5001,1.0451,1.7333,1.0091,0.97335,1.018,1.3446
0.85375,0.84667,0.30117,0.97619,2.1804,0.42308,1.8734,0.62981,1.0483,1.4932,1.0037,0.89049,1.1418,1.2384
0.94592,0.96972,0.33502,0.93929,2.2639,0.49261,1.8308,0.69474,1.0706,1.3938,0.9372,1.0014,0.94921,1.0682
1.0284,1.0358,0.30909,0.97255,1.7405,0.38471,1.944,0.62948,1.0169,1.2504,0.98712,0.93804,1.128,1.3094
0.84643,0.82896,0.2825,1.0836,1.7827,0.41873,2.1801,0.5985,1.023,1.5451,0.99588,1.05,0.90154,1.2151
0.80931,1.1532,0.27451,1.1073,1.9413,0.52107,2.3206,0.61498,0.82927,1.2938,1.1751,1.0886,0.80513,1.2765
0.85165,0.9886,0.22622,0.88556,1.8752,0.35684,2.0876,0.45958,0.96574,1.6097,0.99744,1.0112,0.95399,1.3007
1.0696,1.083,0.34221,0.86878,1.8586,0.45195,1.9819,0.63895,0.92987,1.4856,0.98075,0.8632,1.1068,1.5361
0.92646,0.93488,0.27181,1.267,1.5783,0.46077,1.8045,0.68655,0.98201,1.3858,1.0278,0.84451,0.82739,1.1958
1.0848,1.1725,0.2879,1.1189,1.8923,0.47638,2.2276,0.63583,0.82388,1.4465,0.88502,0.98956,0.88385,1.206
0.94481,1.1208,0.37082,0.99017,1.9093,0.40221,2.2356,0.56544,0.97604,1.4224,1.0954,0.96019,0.99386,1.5061
