GNa,GNaL,Gto,GKr,GKs,GKur,GK1,GCaL,Pnak,Gncx,GpCa,Rel,SERCA,Leak
0.79369,0.93749,0.32042,1.0043,1.8631,0.46716,1.9215,0.59239,0.84544,1.1797,0.93435,0.96614,0.95586,1.1385
0.737,1.1541,0.31057,0.81219,2.1519,0.36771,2.4457,0.50891,0.96757,1.7485,1.2392,1.0625,1.0178,1.4902
0.84327,0.99071,0.30974,1.0323,1.9278,0.43168,1.805,0.51813,0.936,1.5304,0.91958,1.1158,0.89797,1.1025
0.76223,1.0105,0.33566,1.0515,2.3475,0.46429,2.1413,0.53918,0.96371,2.0742,0.95051,1.1639,0.87544,1.1373
0.74061,0.94804,0.32315,1.1514,2.1231,0.45987,2.0307,0.67365,1.0101,1.2195,0.90778,1.0401,1.2243,1.1432
0.96306,1.0182,0.26236,0.80502,2.4545,0.50026,1.9415,0.64041,0.97224,1.5646,1.1421,0.9453,1.0532,1.1159
0.92983,0.91209,0.30843,1.0772,2.2313,0.54095,2.1881,0.65751,0.91089,1.6773,0.99416,0.93747,1.0535,1.2235
0.80369,0.82881,0.30537,1.0482,1.8483,0.51956,2.0141,0.70082,1.1596,1.871,1.0949,1.0813,0.97686,1.1137
0.8975,1.0221,0.31847,1.1671,2,0.41316,2.0637,0.59166,0.82387,1.2234,1.1124,0.9385,1.0219,1.1636
0.8056,1.0473,0.39516,0.8656,1.8863,0.3207,1.5846,0.55463,1.0871,1.2507,1.157,1.1923,1.1737,1.2846
0.84332,1.0245,0.25217,1.0346,1.945,0.43585,1.9654,0.53895,0.93994,1.5606,0.92567,1.1049,1.0633,1.0941
0.81572,1.2194,0.25579,1.0945,2.2607,0.50945,1.9132,0.68419,1.0953,1.4138,0.94041,0.9383,1.0902,1.2497
0.69851,0.86145,0.36112,1.0826,1.6652,0.46102,2.2031,0.64386,0.87959,1.621,0.97477,1.0264,0.92573,1.3832
0.8054,0.98178,0.30729,1.1656,2.0996,0.38684,1.9212,0.48345,0.84681,1.6328,0.77551,1.0439,0.95089,1.1547
0.85386,0.87848,0.24419,1.0844,1.8679,0.52457,2.4426,0.69076,0.98305,1.7294,0.87226,1.2569,0.86407,1.1275
0.91891,1.0047,0.2908,0.98459,1.8752,0.4724,1.9516,0.53278,0.87767,2.1363,0.92157,1.0395,1.0938,1.2973
0.84466,1.0649,0.32102,1.0311,2.4265,0.38571,2.1616,0.60961,0.90976,1.564,1.0151,1.0335,1.2592,1.5649
0.91809,1.1592,0.27138,1.0165,1.6522,0.45206,2.2572,0.6002,0.8513,1.4248,0.96008,0.90327,0.96106,1.3739
0.87942,0.77521,0.4054,1.1199,1.6815,0.47239,2.3679,0.64099,1.1142,1.7061,0.96778,1.0394,1.0685,1.0419
0.78269,0.81107,0.31309,0.95504,1.8364,0.3462,1.9795,0.5409,1.0854,1.2525,0.83515,1.3177,1.1903,1.397
0.80288,1.2583,0.25403,1.1273,2.3029,0.48581,2.2844,0.56716,0.94793,1.486,1.0493,1.397,0.95167,0.99032
0.71817,1.1093,0.2272,1.1287,2.2072,0.50505,1.91,0.62481,0.96968,1.2477,0.82356,0.95937,0.91648,1.0715
0.91005,1.0065,0.28181,1.1704,2.0846,0.41933,1.6365,0.53135,1.0153,1.3919,0.96454,0.93542,1.0391,1.0607
0.75033,0.96688,0.30084,1.1748,1.7676,0.40138,2.0153,0.58266,1.1326,1.08,0.88603,1.1988,1.0412,1.1435
0.93167,1.1933,0.31906,1.2767,2.005,0.50235,2.2134,0.61561,0.90579,1.644,0.95562,1.1202,1.0637,1.2946
0.93498,1.2612,0.25628,1.0147,2.1549,0.5417,1.7932,0.68496,1.1927,1.537,0.98289,0.91911,0.81849,1.4679
0.87332,1.059,0.29897,1.0429,1.8059,0.51268,2.29,0.66161,0.99486,1.385,1.001,0.80862,0.92118,1.1963
0.88168,1.0914,0.27178,0.99039,2.5063,0.41884,2.2745,0.5913,1.0936,1.5306,1.1156,0.88229,1.1421,1.1521
0.90188,1.0556,0.34335,1.1881,2.0429,0.43462,2.2901,0.65566,0.91459,1.5782,0.88859,1.0589,0.93771,1.3152
0.72951,1.1238,0.34521,1.2703,1.5721,0.43123,1.9663,0.62259,0.88316,1.2588,0.87686,1.0601,1.0529,1.5399
0.8276,0.99758,0.3074,0.95611,1.9249,0.40792,1.9556,0.5028,0.91419,1.4061,0.91831,1.1489,1.1982,1.0751
0.99402,0.93933,0.27284,1.0257,2.0954,0.46968,2.0149,0.65851,0.84891,1.4742,0.97326,0.90675,1.0026,0.97041
0.86043,1.2072,0.30256,0.99202,2.3341,0.50058,1.8928,0.59261,0.91909,1.4296,0.81545,1.1117,1.0294,1.0742
0.79698,0.8042,0.30256,0.99872,2.3273,0.41916,2.0125,0.63561,0.81959,1.1291,1.008,0.96313,0.90228,1.3467
0.75149,1.0257,0.3267,0.95041,1.893,0.44172,2.1064,0.62936,1.1212,1.4941,1.0805,1.2035,1.0994,1.2
1.0412,0.89277,0.29764,0.99626,1.9445,0.41623,1.9279,0.61068,0.83648,1.5927,1.2147,1.0909,0.8681,1.4115
0.85375,0.84667,0.30117,0.97619,2.1804,0.42308,1.8734,0.62981,1.0483,1.4932,1.0037,0.89049,1.1418,1.2384
0.8362,0.93775,0.25512,0.99331,2.4142,0.45943,1.8187,0.70028,1.1478,1.6034,0.89912,0.94595,1.155,1.2891
0.76602,1.0701,0.30757,0.90623,2.2584,0.36242,1.5989,0.49353,1.0723,1.4013,1.4636,0.76834,1.0393,1.1752
0.94592,0.96972,0.33502,0.93929,2.2639,0.49261,1.8308,0.69474,1.0706,1.3938,0.9372,1.0014,0.94921,1.0682
0.75455,0.94391,0.30626,1.0452,2.1124,0.4728,1.8863,0.574,1.0905,1.5781,1.0174,0.96389,1.107,1.4611
0.84792,0.86706,0.30507,1.2592,2.0329,0.4351,1.8442,0.52186,0.90372,1.4697,0.80593,1.0886,0.95695,1.0852
1.0284,1.0358,0.30909,0.97255,1.7405,0.38471,1.944,0.62948,1.0169,1.2504,0.98712,0.93804,1.128,1.3094
0.84643,0.82896,0.2825,1.0836,1.7827,0.41873,2.1801,0.5985,1.023,1.5451,0.99588,1.05,0.90154,1.2151
0.77025,0.81358,0.29841,0.98593,1.7942,0.42047,1.8264,0.52801,1.1121,1.4622,0.91565,0.80834,1.2078,1.2921
0.83712,0.95511,0.31451,0.9063,1.9274,0.52192,1.8148,0.59436,0.96257,1.7407,1.1129,1.0975,1.1492,1.3285
1.0696,1.083,0.34221,0.86878,1.8586,0.45195,1.9819,0.63895,0.92987,1.4856,0.98075,0.8632,1.1068,1.5361
0.92767,1.1761,0.30445,0.90188,2.0582,0.48745,1.7881,0.57571,0.95287,1.6333,0.96129,0.79733,1.0824,1.2219
0.8157,0.97582,0.27247,1.0854,2.4849,0.4312,1.8602,0.57732,0.8829,1.411,0.88724,0.93155,0.87074,1.4873
0.92646,0.93488,0.27181,1.267,1.5783,0.46077,1.8045,0.68655,0.98201,1.3858,1.0278,0.84451,0.82739,1.1958
1.0848,1.1725,0.2879,1.1189,1.8923,0.47638,2.2276,0.63583,0.82388,1.4465,0.88502,0.98956,0.88385,1.206
0.77199,1.0586,0.25925,0.86253,1.6295,0.51367,1.8592,0.65819,1.1299,1.2606,1.089,1.2144,0.96321,1.2375
0.84448,1.0116,0.31394,1.1706,1.5875,0.44014,1.8267,0.52224,0.88266,1.6864,0.84315,1.1705,1.1577,1.2997
0.82817,1.1079,0.3164,0.97811,2.0783,0.45188,2.0426,0.60349,0.85352,1.2466,0.99567,1.2042,1.2373,1.2784
0.74629,0.91226,0.2855,0.9947,2.1581,0.41944,2.4554,0.56581,0.99103,1.2866,0.7634,0.93671,0.95745,1.2166
1.0031,1.0566,0.27968,1.1026,1.9291,0.41117,1.7433,0.51691,0.87443,1.655,1.1499,1.178,0.86166,1.1811
0.9929,1.1029,0.34608,1.0772,1.9771,0.50446,1.7717,0.65029,0.92783,1.3773,0.85069,0.82526,1.1019,1.1108
0.82171,1.2792,0.23582,1.0169,2.1479,0.48442,1.7749,0.56065,0.8595,1.2944,1.1081,0.92513,0.9634,1.2013
0.85579,0.98099,0.35472,1.1332,1.9541,0.35113,1.7445,0.52502,1.1478,1.2517,1.0482,1.1752,1.0634,1.0372
0.98487,1.1689,0.3066,1.096,2.0839,0.43108,2.0324,0.58553,0.8477,1.6275,1.1672,0.98848,0.94031,1.1474
0.94469,0.88907,0.25559,0.95729,2.1907,0.48193,1.9697,0.69128,0.90147,1.1895,0.98495,1.3141,0.9769,1.2549
0.80947,0.91115,0.23282,1.3317,1.7208,0.45396,2.0099,0.55314,0.88241,1.3361,1.0709,1.4094,1.1018,1.038
0.84886,0.80512,0.31516,0.9465,1.9533,0.47867,2.1822,0.70824,0.99499,1.5921,0.99916,1.0439,1.2065,1.3013
0.82958,0.77062,0.34013,1.0463,2.3413,0.42017,2.0626,0.52527,0.86336,1.4167,0.90298,1.0124,1.0399,1.3483
0.94173,1.0115,0.26941,0.80023,1.4192,0.45983,1.9303,0.54527,0.92674,1.6443,0.89896,0.85788,0.98722,1.0853
0.7464,0.95584,0.3013,1.1072,2.2817,0.43818,1.9464,0.62909,1.0368,1.2945,0.85939,0.95603,0.87703,1.3397
0.85802,1.1341,0.30898,1.1665,1.9565,0.42157,1.746,0.56837,1.0955,1.3511,1.1019,1.0108,0.94497,1.1734
0.75121,1.2908,0.35974,1.109,1.9414,0.4891,2.0323,0.52698,0.84581,1.5891,0.81575,0.88587,1.2106,1.272
0.83199,0.98435,0.2752,0.99896,1.7827,0.49383,2.2123,0.59909,0.92847,1.3789,1.1559,0.83918,1.0258,1.1101
0.79582,1.0629,0.26874,1.059,2.0817,0.40029,1.8095,0.49089,1.0557,1.6166,0.7955,1.0092,1.0424,1.2583
0.92463,0.97961,0.34483,0.89547,1.9418,0.43816,1.8029,0.61264,0.99278,1.249,1.1477,0.97477,0.9351,1.1955
0.90459,1.0948,0.25894,1.1347,1.6781,0.46815,2.079,0.65674,1.0953,1.3984,1.1174,1.0116,1.3544,1.1891
0.96015,1.139,0.27251,1.0879,1.9041,0.40627,2.1617,0.56347,0.86521,1.252,1.1196,1.0752,0.97838,1.603
0.74701,1.0865,0.30589,0.99156,2.0361,0.41163,1.9331,0.56567,0.94356,1.6422,0.88306,0.87927,1.0863,1.3666
0.73293,1.0483,0.31685,0.90435,1.6465,0.49535,1.9101,0.68361,1.0879,1.5002,0.85749,1.0112,0.84632,1.0518
0.91881,0.98894,0.32258,0.88967,2.1835,0.5602,1.992,0.72838,1.1555,1.6916,0.9765,1.1488,1.0734,1.2482
0.88803,0.84676,0.2388,1.0323,1.7637,0.39494,1.8704,0.52722,1.1365,1.631,0.86315,1.1613,1.2228,1.0967
0.95952,0.98473,0.31141,1.1404,1.875,0.42143,2.2978,0.57091,1.0098,1.8311,0.94202,0.94561,0.96928,1.0478
0.88951,0.92022,0.36265,1.0952,2.1195,0.42306,2.1212,0.59003,0.95153,1.409,1.0962,1.0876,0.87806,0.95623
0.95721,1.1688,0.24817,0.84198,2.0528,0.44526,1.8278,0.64276,1.1819,1.2244,0.90555,1.1154,0.93685,1.2656
0.75129,1.0285,0.30763,1.1714,1.9423,0.47215,1.9056,0.61529,0.87927,1.4376,0.98819,1.2185,1.0063,1.4172
0.74298,0.9547,0.30856,1.0566,2.1577,0.47622,2.2185,0.638,0.97279,1.1681,0.91139,0.90559,0.96876,1.4534
0.79895,0.89105,0.33768,0.90436,2.0398,0.43188,1.9806,0.62129,1.1612,1.482,0.95347,0.92314,0.98417,1.1427
0.8165,0.94392,0.29789,1.0379,2.0378,0.46507,2.5503,0.62281,0.95551,1.3413,1.1074,1.0538,0.89962,1.0947
0.85924,0.9695,0.33571,1.1858,2.6107,0.42354,2.2623,0.63786,1.0719,1.3411,0.88659,1.1796,0.83128,1.1945
0.80427,1.0426,0.2265,0.87422,1.9552,0.38667,2.0951,0.47872,0.9349,1.5788,1.0432,1.115,0.91722,1.3444
0.88529,1.002,0.2814,1.1284,1.5373,0.36086,1.8989,0.58396,1.0384,1.5281,0.86207,1.154,0.77241,1.215
0.84926,1.1048,0.26835,0.94756,2.0509,0.38597,1.8834,0.56997,1.1318,1.3422,0.97989,0.98678,1.0598,1.0557
0.81174,1.1433,0.23205,1.2793,2.1847,0.4342,2.1491,0.637,0.84477,1.3876,0.93126,1.2541,0.76031,1.1623
0.78171,1.2258,0.26307,0.93837,2.0399,0.51609,2.4497,0.63995,1.0757,1.8363,0.99209,1.0271,1.0927,1.5152
0.81253,0.80749,0.27352,0.90665,1.6868,0.48669,2.0751,0.55997,0.90652,1.6654,0.96286,1.1189,1.1833,1.2348
0.82398,1.1802,0.31849,1.0546,1.6342,0.40661,1.7973,0.59867,1.1768,1.427,0.90415,1.0831,0.9127,1.2051
0.86908,0.8325,0.32479,0.99033,1.9732,0.51898,2.1164,0.58109,0.89481,1.7672,1.179,1.082,1.1623,1.2199
0.97217,1.0332,0.30433,1.0236,1.9412,0.45084,1.9818,0.64355,1.0267,1.4721,0.83837,1.1249,1.0183,1.0381
0.81835,0.94396,0.2775,1.0191,2.5522,0.38569,2.1229,0.49573,0.95427,1.3783,0.85405,1.2245,1.0361,1.1791
0.86344,1.0295,0.30157,0.96308,1.9715,0.46704,2.1553,0.58578,0.94222,1.5555,1.0268,0.92496,0.85633,1.2092
0.86659,0.92112,0.33257,1.0923,1.94,0.39558,2.3109,0.61669,0.94245,1.4535,0.68384,0.90933,1.0496,1.2448
0.96922,0.92426,0.31534,1.175,2.3343,0.43055,2.3763,0.59184,0.90172,1.5645,0.99842,0.97125,1.0006,1.4348
0.75061,1.1355,0.30775,0.78545,1.9874,0.42299,2.0765,0.50584,0.92986,1.3879,1.0179,0.89253,1.2663,1.1055
0.85495,0.9019,0.27997,0.76357,2.0727,0.47297,1.9837,0.55118,0.85848,1.4523,1.1495,0.93705,1.0017,1.1116
0.83813,1.2411,0.28691,0.90762,1.9594,0.47448,1.8665,0.56177,0.95339,1.3079,0.87139,0.94772,1.0852,1.214
0.65213,1.0824,0.29392,0.91329,1.9203,0.5498,2.4019,0.60332,0.92485,1.3134,1.0628,0.87425,0.97199,1.4758
0.83475,0.95595,0.36298,0.95316,1.7474,0.43205,1.6908,0.56239,1.0648,1.5484,1.1445,1.1071,0.8673,1.108
1.0005,0.9455,0.26344,1.0537,2.0124,0.3868,1.7508,0.59059,0.97296,1.3857,0.88395,1.1003,1.2133,1.2152
0.93171,0.9609,0.30885,1.0347,2.3577,0.46375,1.9421,0.57554,0.8461,1.5835,1.1831,0.94252,1.1134,1.1683
0.78015,1.0313,0.32679,0.94152,1.9965,0.42932,1.8186,0.61801,1.0406,1.366,0.87021,1.2402,0.95625,1.0555
0.9115,0.95144,0.28353,1.0271,2.0489,0.4373,1.997,0.59016,0.96547,1.2643,0.87268,1.0645,0.97995,1.0956
1.0332,0.91881,0.30741,0.97793,1.9866,0.457,2.0505,0.61606,1.0036,1.569,0.69749,0.88143,0.90702,1.1825
0.81953,0.9335,0.26189,0.99578,1.8891,0.46993,1.9755,0.61542,0.8364,1.2745,1.0421,0.90209,1.223,1.2484
0.77361,1.341,0.28539,0.99032,1.8451,0.44195,1.8639,0.50784,0.96734,1.5672,0.97843,1.3591,1.2276,1.2388
0.82881,1.2215,0.27345,0.874,1.6121,0.48487,2.3896,0.6045,0.97375,1.808,1.0154,0.88512,0.85179,1.0558
0.95361,0.90659,0.27912,0.82735,1.9783,0.45965,1.9799,0.67738,0.9415,1.4412,1.0673,1.06,0.88171,1.496
0.91777,1.2117,0.34252,0.9258,2.1311,0.45392,2.085,0.63193,0.95113,1.3624,0.94635,1.1529,0.97462,1.1843
0.75293,1.0933,0.27332,0.98487,1.608,0.43532,1.9333,0.54541,0.9324,1.3642,0.94416,1.0019,1.1548,1.0786
0.90423,1.32,0.27284,1.0997,1.8988,0.41844,2.3367,0.58062,1.0039,1.5929,1.0701,0.94309,0.89857,1.262
0.77897,1.0187,0.31315,1.2354,1.8089,0.50246,2.24,0.60967,0.83985,1.3761,1.0785,0.90586,1.0686,1.2066
0.73525,1.0664,0.35275,0.84515,2.0235,0.49506,1.9405,0.61029,1.0352,1.3667,1.2434,1.0709,1.1316,1.1666
0.8003,0.87094,0.28382,0.94913,1.7416,0.4607,1.7532,0.56704,1.0109,1.5078,0.88362,0.99943,1.107,1.4289
0.80561,1.4292,0.27134,0.88976,2.0786,0.41725,1.8558,0.59713,1.0393,1.4209,1.0055,0.90833,1.0077,1.5955
0.77395,0.94032,0.28533,0.95019,1.9421,0.43848,2.3174,0.6449,1.1567,1.2098,1.2062,0.86633,1.2712,1.3665
0.77725,1.1111,0.33567,0.80536,1.9759,0.34604,2.5608,0.60998,1.2212,1.6139,1.0691,1.2009,0.99675,1.4508
0.93805,1.1057,0.30317,1.2241,2.2328,0.40261,1.8261,0.5543,0.94791,1.3316,0.96657,0.91345,1.1031,1.3821
0.67222,1.0417,0.29058,0.91383,2.2174,0.43784,2.549,0.54706,0.9815,1.7323,1.0858,0.85593,1.0273,1.3648
0.93434,1.104,0.28172,0.94557,2.0589,0.47179,1.7365,0.56316,1.0651,1.7967,1.0161,1.178,1.0217,1.1043
0.98639,1.3166,0.29038,0.92114,1.9538,0.32431,1.7602,0.49775,1.0808,1.4269,1.1497,0.92753,1.1127,1.2516
0.86742,0.85876,0.26822,0.92217,2.0303,0.43577,1.7815,0.56003,1.1777,1.6317,0.86371,1.0731,1.1549,1.2388
0.82458,1.0796,0.31089,1.1289,2.123,0.4126,1.7995,0.54123,0.92292,1.847,1.0136,0.9397,1.0162,0.96361
0.8509,1.1904,0.26193,0.9099,1.9221,0.48474,1.9895,0.61395,0.98981,1.5513,1.0107,1.0463,1.2291,1.1882
0.8004,1.0832,0.30795,0.82843,1.8982,0.36151,1.7702,0.50689,0.9783,1.4964,0.99563,0.99611,0.95631,0.9487
0.84086,0.9526,0.28368,1.1144,1.8428,0.4373,1.9598,0.64416,1.116,1.3072,1.1276,0.97328,0.97314,1.0804
0.88413,0.88999,0.29495,0.94674,1.9803,0.40288,2.2338,0.54808,0.95562,1.3728,0.93395,1.2437,1.1566,1.1305
0.8358,1.1174,0.27631,0.98179,2.1207,0.46832,2.277,0.58535,0.93953,1.4366,1.0774,0.84009,1.0355,1.3488
0.74604,0.85822,0.27082,1.0556,2.3179,0.39681,1.8261,0.50358,0.97142,1.1956,1.0349,1.049,1.0325,0.95796
0.97112,0.96452,0.26672,0.89716,1.9193,0.39213,2.2198,0.58231,0.84627,1.1332,0.91491,0.91192,0.95484,1.1512
0.84779,1.0362,0.2605,0.96704,2.2021,0.49367,1.864,0.65471,1.0189,1.5645,0.84525,1.0094,0.968,1.4983
0.74905,0.88117,0.25967,0.81963,2.2516,0.42519,1.7097,0.5866,1.1994,1.2822,0.97174,1.0197,1.0992,1.2663
0.80816,0.88832,0.34492,1.1782,1.9423,0.43578,1.8621,0.61739,0.9578,1.2294,1.0011,1.0882,0.78791,1.2098
0.83666,1.1055,0.25403,0.98027,1.681,0.34316,1.8687,0.47889,1.0745,1.3768,1.0564,0.95248,1.1632,1.5693
0.93949,1.1383,0.23904,0.90923,2.0201,0.46226,1.9114,0.66267,1.0433,1.4643,0.70428,1.1996,0.80913,1.1837
0.88967,1.4997,0.28139,0.89898,1.9705,0.44181,1.9342,0.61525,1.0599,1.2105,0.96382,0.84191,0.97853,1.0699
0.90131,0.95731,0.36002,0.90935,1.7734,0.53161,2.1184,0.65206,0.92863,1.4882,0.84103,1.0468,0.81931,1.1498
0.85844,0.74976,0.30521,1.0791,1.6568,0.45382,1.857,0.59117,1.0878,1.682,1.1332,0.84295,1.1345,1.1593
0.6839,0.95914,0.31904,0.95578,2.0199,0.49098,2.2448,0.6395,1.038,1.2256,0.99815,0.90297,0.96724,1.3808
0.93894,1.0288,0.32297,0.85143,2.3817,0.44465,2.2698,0.59013,0.81503,1.4016,0.89532,0.91377,1.0661,1.1336
0.8712,1.0318,0.26219,1.1663,1.7184,0.45879,1.7907,0.55081,0.90487,1.4717,1.0107,0.9998,1.1278,1.1467
0.93789,0.98312,0.29158,1.0288,2.3606,0.4838,1.832,0.59772,0.97632,1.4821,0.91015,1.0692,0.98054,1.1849
1.0659,0.97857,0.3209,0.98295,1.536,0.39777,1.772,0.56057,0.99574,1.8089,1.1666,1.017,1.0301,1.18
0.76336,1.0397,0.27623,1.0792,1.966,0.42775,1.7795,0.60144,1.1242,1.2569,0.85628,1.1322,1.057,1.3394
0.96096,1.11,0.33523,1.0025,1.6716,0.40177,2.3123,0.60344,0.94245,1.5844,1.116,0.82227,0.99325,1.3744
0.80406,1.0343,0.26312,0.96484,2.0272,0.43905,2.197,0.57216,1.1471,1.4173,0.89233,1.0497,1.127,1.1441
0.67924,0.98802,0.2648,0.99912,2.095,0.49204,2.0475,0.56276,0.9273,1.2496,1.0082,1.0687,0.90255,1.3187
0.77015,0.92838,0.27157,1.0279,1.9205,0.46949,2.0385,0.68884,1.0918,1.4524,0.97169,0.91433,1.1272,1.363
0.79609,0.97037,0.28147,0.96302,1.9434,0.37355,1.9129,0.55347,0.98884,1.2914,0.8154,1.0243,0.97644,1.1232
0.84664,1.1863,0.30826,0.94874,2.3427,0.47843,1.9528,0.52981,0.82933,1.6036,1.0091,1.1747,1.0572,1.3745
0.83563,1.0048,0.28486,1.0471,1.6569,0.39332,2.0432,0.59107,0.99292,1.741,1.2276,0.90941,1.0974,1.2289
0.87709,1.1235,0.31447,1.1198,2.1079,0.48726,1.8571,0.65765,0.98062,1.5681,1.0635,0.9255,1.1057,1.6018
0.88349,1.1432,0.36099,0.85717,1.888,0.48349,1.9393,0.61932,1.1294,1.4851,0.95881,1.1081,1.1219,1.2619
0.84816,0.9592,0.33863,0.9255,1.8338,0.44694,2.0738,0.53785,0.83752,1.4431,0.9317,0.97602,0.9479,1.3492
0.83267,0.89705,0.28436,0.96359,1.7069,0.5561,2.0905,0.60781,0.85729,1.7363,1.0117,0.97578,1.0159,1.4124
0.85949,0.9443,0.29147,1.1233,1.9847,0.4233,2.0926,0.61954,0.93242,1.2978,0.98782,1.0138,0.92749,1.1139
0.81802,0.92992,0.28544,1.0193,1.922,0.46554,1.9655,0.59971,0.97576,1.2877,1.1608,1.1187,1.0687,1.0701
0.90327,1.0122,0.25782,1.0735,1.9551,0.52156,2.1063,0.66363,0.88166,1.6418,0.96329,0.91304,1.0471,1.1742
0.78605,0.75574,0.2843,0.99486,1.9375,0.44211,2.1841,0.56736,0.96243,1.4547,1.1267,0.93221,1.12,1.2484
0.82648,1.139,0.30264,0.86265,1.7743,0.33124,1.8025,0.46907,0.98762,1.3272,1.2016,1.0752,1.0459,1.0517
0.91097,1.0844,0.32291,0.91888,1.9469,0.4517,2.703,0.61368,0.80748,1.4596,1.0958,1.1313,0.85648,1.0924
0.86824,0.99461,0.30037,1.0308,1.4992,0.40039,2.0445,0.63563,0.99342,1.3096,1.0925,1.0484,0.74828,1.3455
0.85444,0.86103,0.31859,0.92412,1.8382,0.45086,1.7954,0.56952,0.90571,1.7208,1.023,0.76655,0.88993,1.1727
0.98609,0.91817,0.29432,1.2748,2.1404,0.47514,1.9662,0.57508,0.96749,1.9911,0.99358,1.0803,1.289,1.3929
0.87688,1.0101,0.33795,0.85124,2.212,0.51549,2.0961,0.70162,1.0465,1.3117,0.80997,0.94315,1.1172,1.1612
0.85791,0.91779,0.2484,1.0225,1.891,0.42,2.2383,0.61674,1.0749,1.6552,0.97128,0.86974,0.95062,1.198
0.75752,1.1112,0.27741,1.0613,1.9361,0.47872,2.3321,0.63697,0.80855,1.3848,1.0015,1.0582,1.1348,1.0832
0.81958,1.1327,0.32082,0.82369,1.9003,0.44603,2.2376,0.58773,1.0038,1.3392,0.87689,0.89792,0.83668,1.3297
1.0129,0.85653,0.32656,0.71483,2.6272,0.47528,1.8405,0.61857,1.1095,1.649,1.0347,1.0114,0.97665,1.1713
0.98659,1.0512,0.24469,0.90281,2.1099,0.38721,2.136,0.53962,0.88969,1.3931,1.1031,0.87413,0.96396,1.2774
0.81135,0.9587,0.26602,0.86875,1.8432,0.42912,2.0234,0.55772,0.99231,1.5569,0.77236,0.85414,1.0221,1.4125
0.95015,0.99074,0.26145,1.1353,2.1235,0.44526,1.9533,0.61931,0.92918,1.4876,1.0474,1.1623,1.0308,1.2963
0.76019,0.88046,0.29584,1.108,2.0899,0.42044,1.874,0.50654,0.80948,1.233,1.0532,1.3933,1.0096,1.1651
0.81328,1.1205,0.29808,1.1877,2.3528,0.41304,1.9281,0.52494,0.94184,1.646,0.95534,1.0904,1.0662,1.2999
0.83235,0.92283,0.3056,1.1389,1.9369,0.42781,1.6067,0.5887,1.2075,1.361,0.92969,1.0455,0.92401,1.281
0.77613,1.2219,0.27706,1.0536,1.768,0.44395,1.9955,0.47714,0.84564,1.7546,0.91512,1.1785,1.126,1.4633
1.0089,1.1516,0.30197,0.91735,1.9538,0.42837,2.1001,0.60825,0.85224,1.3266,1.1446,0.82942,0.99093,1.1843
0.92321,1.0483,0.24484,1.0819,1.643,0.49079,2.0161,0.61008,0.93533,1.5311,0.89814,1.0518,1.3432,1.0269
0.9542,0.85968,0.30981,1.0497,2.2351,0.46363,1.5987,0.54229,0.98358,1.5792,0.85146,1.0999,1.1886,1.1776
0.79596,0.93848,0.25509,0.89392,2.1605,0.37268,1.8639,0.59739,1.1016,1.5493,1.1134,1.0684,1.0129,1.2258
0.91501,1.1739,0.31536,1.1186,1.8889,0.43431,1.945,0.60481,1.0584,1.8584,1.194,1.1622,1.1751,1.2219
0.7731,0.99352,0.31574,1.2367,2.0091,0.4158,2.2448,0.60929,0.8219,1.1969,1.2441,1.0201,0.93155,1.3453
0.79737,1.0434,0.29072,1.1538,2.0783,0.41328,1.856,0.51348,0.88394,1.3625,0.94692,1.1161,1.2273,1.466
0.8962,1.0827,0.28496,0.7993,2.0786,0.44707,2.0002,0.60526,1.1222,1.4468,0.90003,1.0479,1.3037,1.2779
0.84518,1.1353,0.29826,1.0268,1.6693,0.45806,2.07,0.59838,0.9414,1.3366,1.0562,0.91842,0.93801,1.3746
0.7907,0.8641,0.26565,0.81072,1.7716,0.50136,1.9671,0.58976,1.0144,1.4449,0.84162,1.0171,1.0536,1.2678
0.87224,1.0062,0.29834,1.0275,1.8508,0.43699,1.9009,0.54089,0.94743,1.6369,0.92866,1.019,1.0398,1.3957
0.77706,1.0005,0.29984,0.89717,1.8168,0.46166,1.8864,0.59853,1.0778,1.314,1.0648,1.0058,1.1344,1.2635
0.773,1.1981,0.21892,1.0143,2.1161,0.48958,2.0392,0.54466,0.78925,1.2447,0.87255,0.96217,1.1332,1.3024
0.80812,1.0296,0.30541,1.0304,2.0479,0.39611,2.3698,0.58472,1.1026,1.3956,0.77765,0.86222,0.86107,1.4706
0.94423,1.1464,0.28138,0.86014,1.877,0.41635,1.9731,0.53262,0.89491,1.6151,0.90404,1.0213,0.96061,1.1683
0.93762,0.89234,0.27553,0.94766,1.7609,0.46193,2.1052,0.59549,0.89768,1.4417,1.041,1.0884,0.8993,0.96565
0.84304,0.95974,0.26211,1.0229,2.1969,0.46864,1.9097,0.58749,0.86289,1.325,1.172,1.0424,0.99679,1.4555
0.82376,0.97574,0.31041,0.95056,1.8714,0.43479,2.1534,0.71068,0.99944,1.2631,1.2376,0.92743,1.0242,1.4526
0.89991,0.93665,0.29692,0.9907,1.9453,0.43132,2.0815,0.53089,0.79961,1.5052,0.89278,0.7845,1.0453,1.2634
0.74903,1.0216,0.34221,0.97638,1.7505,0.44175,2.0093,0.57649,0.87218,1.3019,1.1692,0.84165,1.1181,1.2029
0.91935,0.88985,0.24567,1.0434,1.7761,0.4576,2.0261,0.54255,0.82862,1.5624,0.9707,0.96253,1.1379,1.4861
